,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5323,Drakensang: The Dark Eye,PC,2009,Role-Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.01
5324,Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0.0,0.01,0.0,0.0,0.01
5325,Rainbow Islands Revolution,DS,2005,Platform,Rising Star Games,0.01,0.0,0.0,0.0,0.01
5326,Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.05,0.08,0.0,0.04,0.17
5327,Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
5328,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,0.0,0.0,0.02,0.0,0.02
5329,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.99
5330,Elements of Destruction,DS,2007,Strategy,THQ,0.07,0.0,0.0,0.01,0.08
5331,Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62
5332,Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74
5333,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
5334,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.01
5335,Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18
5336,Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,0.36,0.0,0.0,0.03,0.39
5337,Monster Hunter Tri,WiiU,2012,Role-Playing,Nintendo,0.26,0.19,0.22,0.04,0.71
5338,Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27
5339,Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
5340,Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0.0,0.28,1.43
5341,WinBack 2: Project Poseidon,PS2,2006,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.02
5342,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
5343,Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1
5344,Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0.0,0.02,0.67
5345,Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26
5346,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67
5347,Tempest 3X,PS,1995,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08
5348,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5349,Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
5350,Stormrise,PC,2009,Strategy,Sega,0.0,0.02,0.0,0.0,0.02
5351,7th Dragon 2020,PSP,2011,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
5352,Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0.0,0.0,0.02,0.28
5353,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
5354,El Tigre: The Adventures of Manny Rivera,DS,2007,Platform,THQ,0.08,0.0,0.0,0.01,0.09
5355,The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09
5356,Worms 2,PC,1997,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01
5357,Jampack Fall 2001,PS,2001,Misc,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59
5358,Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32
5359,Black * Rock Shooter: The Game,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15
5360,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
5361,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11
5362,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
5363,Grand Theft Auto III,PC,2002,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
5364,Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,0.47
5365,Marginal #4: Idol of Supernova,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
5366,Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0.0,0.08,0.0,0.03,0.11
5367,Risk: Global Domination,PS2,2003,Strategy,Atari,0.19,0.15,0.0,0.05,0.39
5368,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
5369,Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
5370,Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48
5371,Winning Post 4,PS,1999,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15
5372,The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,0.56
5373,Derby Tsuku: Derby Uma o Tsukurou!,DC,2000,Sports,Sega,0.0,0.0,0.08,0.0,0.08
5374,Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2
5375,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1
5376,Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.34,0.18,0.12,0.86
5377,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8
5378,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
5379,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
5380,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
5381,Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.12,1.2
5382,Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.18,0.09,0.0,0.03,0.3
5383,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14
5384,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.34
5385,Tetris Attack,SNES,1995,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15
5386,Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.17
5387,Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05
5388,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
5389,PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05
5390,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.03
5391,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0.0,0.0,0.01,0.0,0.01
5392,Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,0.44,0.04,0.0,0.04,0.52
5393,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9
5394,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.08,0.06,0.0,0.01,0.15
5395,Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04
5396,EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.28
5397,Summoner 2,PS2,2002,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21
5398,Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
5399,Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41
5400,Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0.0,0.04,0.57
5401,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11
5402,Super Robot Taisen OG: Original Generations Gaiden,PS2,2007,Strategy,Banpresto,0.0,0.0,0.3,0.0,0.3
5403,Excitebike 64,N64,2000,Racing,Nintendo,0.65,0.15,0.19,0.01,1.0
5404,The Sims 3,PC,2009,Simulation,Electronic Arts,0.98,6.42,0.0,0.71,8.11
5405,Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13
5406,Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.09,0.0,0.01,0.14
5407,X Rebirth,PC,2013,Simulation,Koch Media,0.0,0.08,0.0,0.01,0.09
5408,Hunter x Hunter: Wonder Adventure,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
5409,Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.15,0.0,0.0,0.01,0.16
5410,Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0.0,0.03,0.29
5411,Magicka,PC,2011,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
5412,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11
5413,Power Rangers: Dino Thunder,PS2,2004,Action,THQ,0.35,0.27,0.0,0.09,0.71
5414,Steins;Gate,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19
5415,Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.6
5416,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06
5417,Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.4
5418,X-COM: UFO Defense,PS,1995,Strategy,Microprose,0.05,0.04,0.0,0.01,0.1
5419,Tearaway,PSV,2013,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75
5420,I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
5421,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.94
5422,Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07
5423,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.57
5424,Bakumatsu Rock,PSP,2014,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01
5425,Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65
5426,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.13,0.0,0.01,0.19
5427,Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0.0,0.0,0.02,0.19
5428,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.63
5429,NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.51
5430,SpongeBob's Truth or Square (US sales),PSP,2009,Action,THQ,0.39,0.0,0.0,0.0,0.39
5431,Digimon World Re:Digitize Decode,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
5432,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02
5433,Rabbids Land,WiiU,2012,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.03
5434,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.93
5435,Worms: Open Warfare,DS,2006,Strategy,THQ,0.05,0.03,0.0,0.01,0.09
5436,Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0.0,0.01,0.22
5437,Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02
5438,Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.44
5439,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.53
5440,Zombi Daisuki,DS,2011,Action,ChunSoft,0.0,0.0,0.04,0.0,0.04
5441,Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0.0,0.01,0.13,0.0,0.14
5442,Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.02,0.06
5443,Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03
5444,J-League '96 Dream Stadium,SNES,1996,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05
5445,F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06
5446,Defender,PS2,2002,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4
5447,Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0.0,0.14,0.0,0.04,0.18
5448,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02
5449,Mortal Kombat 4,N64,1998,Fighting,GT Interactive,0.55,0.17,0.0,0.01,0.73
5450,BurgerTime,2600,1981,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01,0.59
5451,Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,Victor Interactive,0.0,0.0,0.02,0.0,0.02
5452,Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
5453,O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
5454,Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14
5455,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14
5456,TOCA Race Driver 2,XB,2004,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
5457,Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.16
5458,The Legend of Heroes VII: The Trail of Zero,PSV,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
5459,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
5460,BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.27,0.02,0.29
5461,Skeleton Warriors,PS,1996,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08
5462,Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.32,0.0,0.08,0.87
5463,Macross Ace Frontier,PSP,2008,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
5464,ECW Hardcore Revolution,PS,1999,Fighting,Acclaim Entertainment,0.27,0.18,0.0,0.03,0.48
5465,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8
5466,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05
5467,FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43
5468,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
5469,Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.28
5470,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.07,0.0,0.03,0.2
5471,007: Quantum of Solace,Wii,2008,Action,Activision,0.3,0.29,0.01,0.07,0.67
5472,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
5473,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Adventure,NewKidCo,0.19,0.07,0.0,0.0,0.26
5474,Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64
5475,Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,0.01,0.0,0.0,0.0,0.01
5476,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0.0,0.0,0.1,0.0,0.1
5477,Armorines: Project S.W.A.R.M.,PS,2000,Shooter,Acclaim Entertainment,0.05,0.03,0.0,0.01,0.09
5478,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.29
5479,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.01,0.2
5480,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
5481,Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.16
5482,G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14
5483,Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.26
5484,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,0.85,0.58,0.0,0.1,1.53
5485,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.36,0.4,0.17,1.33
5486,Take On Helicopters,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03
5487,Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04
5488,Beyond Good & Evil,GC,2003,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07
5489,Super Robot Taisen MX Portable,PSP,2005,Strategy,Banpresto,0.0,0.0,0.09,0.0,0.09
5490,NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0.0,0.0,0.0,0.02
5491,Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.21,0.06,0.0,0.01,0.28
5492,Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
5493,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Action,Atari,0.01,0.01,0.0,0.0,0.02
5494,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.24,0.0,0.16,0.78
5495,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11
5496,Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1
5497,SD Gundam G Generation Neo,PS2,2002,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57
5498,Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.41,0.0,0.0,0.03,0.44
5499,Silent Hunter III,PC,2005,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08
5500,Tigger's Honey Hunt,PS,2000,Platform,Ubisoft,0.16,0.11,0.0,0.02,0.29
5501,Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02
5502,Super Bomberman 5,SNES,1997,Puzzle,Hudson Soft,0.0,0.0,0.3,0.0,0.3
5503,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
5504,Jikkyou Powerful Pro Yakyuu Portable 2,PSP,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
5505,Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
5506,Horrid Henry: Missions of Mischief,DS,2010,Adventure,SouthPeak Games,0.01,0.15,0.0,0.02,0.18
5507,Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.55
5508,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85
5509,Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52
5510,Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11
5511,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.85
5512,Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.31
5513,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0.0,0.02,0.22
5514,X-Men: Next Dimension,PS2,2002,Fighting,Activision,0.23,0.18,0.0,0.06,0.47
5515,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.03
5516,Mega Man 3,NES,1990,Platform,Capcom,0.68,0.1,0.39,0.0,1.17
5517,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
5518,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61
5519,Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58
5520,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04
5521,Mat Hoffman's Pro BMX 2,PS2,2002,Sports,Activision,0.23,0.18,0.0,0.06,0.47
5522,Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26
5523,Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05
5524,Detective Conan: Prelude from the Past,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
5525,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04
5526,FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01
5527,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.02
5528,Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0.0,0.0,0.02,0.0,0.02
5529,Storm Lover 2nd,PSP,2013,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
5530,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.86
5531,Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38
5532,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.64,0.0,0.25,2.67
5533,The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06
5534,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
5535,Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19
5536,FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.28
5537,LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
5538,Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.11,0.0,0.0,0.01,0.12
5539,GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
5540,Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5
5541,de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0.0,0.03,0.21
5542,Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.08
5543,Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,0.15,0.04,0.0,0.0,0.19
5544,Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0.0,0.04,0.48
5545,The Putter Golf,PS,2001,Sports,D3Publisher,0.04,0.03,0.0,0.0,0.07
5546,The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0.02,0.02,0.0,0.0,0.04
5547,Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15
5548,Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0.0,0.01,0.18
5549,The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45
5550,Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.59
5551,Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.28,0.02,0.12,0.75
5552,Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.24,0.0,0.08,0.5
5553,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.16,0.12,0.0,0.04,0.32
5554,Virtua Tennis 3,PC,2007,Sports,Sega,0.0,0.01,0.0,0.0,0.01
5555,LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.16,0.0,0.05,0.51
5556,WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0.0,0.19,1.2
5557,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21
5558,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78
5559,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
5560,Kana: Imouto,PSP,2010,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01
5561,Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0.0,0.13,1.95
5562,Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0.0,0.0,0.01,0.2
5563,Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0.0,0.0,0.03,0.0,0.03
5564,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
5565,SCORE International Baja 1000: The Official Game,PS2,2008,Racing,Activision,0.0,0.0,0.0,0.0,0.0
5566,Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0.0,0.01,0.11
5567,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04
5568,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24
5569,Men in Black II: Alien Escape,GC,2003,Shooter,Infogrames,0.01,0.0,0.0,0.0,0.01
5570,Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.03
